Date,Year,Month Number,Fiscal Year,Fiscal Month,Day,Day Name,Month Name,Quarter Number,Fiscal Quarter,FQuarter Name,Week No,Sort FWeek no,Fiscal Year-Quarter,Year-Month,Year Week,Sort FMonthYear,Sort FQuarterYear,SortYearWeek
12/18/2022,2022,12,2023,6,18,Sun,Dec,4,2,Q2,51,25,2023Q02,2022-Dec,2022-51,202306,202204,202225
12/19/2022,2022,12,2023,6,19,Mon,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/20/2022,2022,12,2023,6,20,Tue,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/21/2022,2022,12,2023,6,21,Wed,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/22/2022,2022,12,2023,6,22,Thu,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/23/2022,2022,12,2023,6,23,Fri,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/24/2022,2022,12,2023,6,24,Sat,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/25/2022,2022,12,2023,6,25,Sun,Dec,4,2,Q2,52,26,2023Q02,2022-Dec,2022-52,202306,202204,202226
12/26/2022,2022,12,2023,6,26,Mon,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
12/27/2022,2022,12,2023,6,27,Tue,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
12/28/2022,2022,12,2023,6,28,Wed,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
12/29/2022,2022,12,2023,6,29,Thu,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
12/30/2022,2022,12,2023,6,30,Fri,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
12/31/2022,2022,12,2023,6,31,Sat,Dec,4,2,Q2,53,27,2023Q02,2022-Dec,2022-53,202306,202204,202227
1/1/2023,2023,1,2023,7,1,Sun,Jan,1,3,Q3,1,27,2023Q03,2023-Jan,2023-01,202307,202301,202327
1/2/2023,2023,1,2023,7,2,Mon,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/3/2023,2023,1,2023,7,3,Tue,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/4/2023,2023,1,2023,7,4,Wed,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/5/2023,2023,1,2023,7,5,Thu,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/6/2023,2023,1,2023,7,6,Fri,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/7/2023,2023,1,2023,7,7,Sat,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/8/2023,2023,1,2023,7,8,Sun,Jan,1,3,Q3,2,28,2023Q03,2023-Jan,2023-02,202307,202301,202328
1/9/2023,2023,1,2023,7,9,Mon,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/10/2023,2023,1,2023,7,10,Tue,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/11/2023,2023,1,2023,7,11,Wed,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/12/2023,2023,1,2023,7,12,Thu,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/13/2023,2023,1,2023,7,13,Fri,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/14/2023,2023,1,2023,7,14,Sat,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/15/2023,2023,1,2023,7,15,Sun,Jan,1,3,Q3,3,29,2023Q03,2023-Jan,2023-03,202307,202301,202329
1/16/2023,2023,1,2023,7,16,Mon,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/17/2023,2023,1,2023,7,17,Tue,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/18/2023,2023,1,2023,7,18,Wed,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/19/2023,2023,1,2023,7,19,Thu,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/20/2023,2023,1,2023,7,20,Fri,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/21/2023,2023,1,2023,7,21,Sat,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/22/2023,2023,1,2023,7,22,Sun,Jan,1,3,Q3,4,30,2023Q03,2023-Jan,2023-04,202307,202301,202330
1/23/2023,2023,1,2023,7,23,Mon,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/24/2023,2023,1,2023,7,24,Tue,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/25/2023,2023,1,2023,7,25,Wed,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/26/2023,2023,1,2023,7,26,Thu,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/27/2023,2023,1,2023,7,27,Fri,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/28/2023,2023,1,2023,7,28,Sat,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/29/2023,2023,1,2023,7,29,Sun,Jan,1,3,Q3,5,31,2023Q03,2023-Jan,2023-05,202307,202301,202331
1/30/2023,2023,1,2023,7,30,Mon,Jan,1,3,Q3,6,32,2023Q03,2023-Jan,2023-06,202307,202301,202332
1/31/2023,2023,1,2023,7,31,Tue,Jan,1,3,Q3,6,32,2023Q03,2023-Jan,2023-06,202307,202301,202332
2/1/2023,2023,2,2023,8,1,Wed,Feb,1,3,Q3,6,32,2023Q03,2023-Feb,2023-06,202308,202301,202332
2/2/2023,2023,2,2023,8,2,Thu,Feb,1,3,Q3,6,32,2023Q03,2023-Feb,2023-06,202308,202301,202332
2/3/2023,2023,2,2023,8,3,Fri,Feb,1,3,Q3,6,32,2023Q03,2023-Feb,2023-06,202308,202301,202332
2/4/2023,2023,2,2023,8,4,Sat,Feb,1,3,Q3,6,32,2023Q03,2023-Feb,2023-06,202308,202301,202332
2/5/2023,2023,2,2023,8,5,Sun,Feb,1,3,Q3,6,32,2023Q03,2023-Feb,2023-06,202308,202301,202332
2/6/2023,2023,2,2023,8,6,Mon,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/7/2023,2023,2,2023,8,7,Tue,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/8/2023,2023,2,2023,8,8,Wed,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/9/2023,2023,2,2023,8,9,Thu,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/10/2023,2023,2,2023,8,10,Fri,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/11/2023,2023,2,2023,8,11,Sat,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/12/2023,2023,2,2023,8,12,Sun,Feb,1,3,Q3,7,33,2023Q03,2023-Feb,2023-07,202308,202301,202333
2/13/2023,2023,2,2023,8,13,Mon,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/14/2023,2023,2,2023,8,14,Tue,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/15/2023,2023,2,2023,8,15,Wed,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/16/2023,2023,2,2023,8,16,Thu,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/17/2023,2023,2,2023,8,17,Fri,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/18/2023,2023,2,2023,8,18,Sat,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/19/2023,2023,2,2023,8,19,Sun,Feb,1,3,Q3,8,34,2023Q03,2023-Feb,2023-08,202308,202301,202334
2/20/2023,2023,2,2023,8,20,Mon,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/21/2023,2023,2,2023,8,21,Tue,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/22/2023,2023,2,2023,8,22,Wed,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/23/2023,2023,2,2023,8,23,Thu,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/24/2023,2023,2,2023,8,24,Fri,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/25/2023,2023,2,2023,8,25,Sat,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/26/2023,2023,2,2023,8,26,Sun,Feb,1,3,Q3,9,35,2023Q03,2023-Feb,2023-09,202308,202301,202335
2/27/2023,2023,2,2023,8,27,Mon,Feb,1,3,Q3,10,36,2023Q03,2023-Feb,2023-10,202308,202301,202336
2/28/2023,2023,2,2023,8,28,Tue,Feb,1,3,Q3,10,36,2023Q03,2023-Feb,2023-10,202308,202301,202336
3/1/2023,2023,3,2023,9,1,Wed,Mar,1,3,Q3,10,36,2023Q03,2023-Mar,2023-10,202309,202301,202336
3/2/2023,2023,3,2023,9,2,Thu,Mar,1,3,Q3,10,36,2023Q03,2023-Mar,2023-10,202309,202301,202336
3/3/2023,2023,3,2023,9,3,Fri,Mar,1,3,Q3,10,36,2023Q03,2023-Mar,2023-10,202309,202301,202336
3/4/2023,2023,3,2023,9,4,Sat,Mar,1,3,Q3,10,36,2023Q03,2023-Mar,2023-10,202309,202301,202336
3/5/2023,2023,3,2023,9,5,Sun,Mar,1,3,Q3,10,36,2023Q03,2023-Mar,2023-10,202309,202301,202336
3/6/2023,2023,3,2023,9,6,Mon,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/7/2023,2023,3,2023,9,7,Tue,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/8/2023,2023,3,2023,9,8,Wed,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/9/2023,2023,3,2023,9,9,Thu,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/10/2023,2023,3,2023,9,10,Fri,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/11/2023,2023,3,2023,9,11,Sat,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/12/2023,2023,3,2023,9,12,Sun,Mar,1,3,Q3,11,37,2023Q03,2023-Mar,2023-11,202309,202301,202337
3/13/2023,2023,3,2023,9,13,Mon,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/14/2023,2023,3,2023,9,14,Tue,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/15/2023,2023,3,2023,9,15,Wed,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/16/2023,2023,3,2023,9,16,Thu,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/17/2023,2023,3,2023,9,17,Fri,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/18/2023,2023,3,2023,9,18,Sat,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/19/2023,2023,3,2023,9,19,Sun,Mar,1,3,Q3,12,38,2023Q03,2023-Mar,2023-12,202309,202301,202338
3/20/2023,2023,3,2023,9,20,Mon,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/21/2023,2023,3,2023,9,21,Tue,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/22/2023,2023,3,2023,9,22,Wed,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/23/2023,2023,3,2023,9,23,Thu,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/24/2023,2023,3,2023,9,24,Fri,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/25/2023,2023,3,2023,9,25,Sat,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/26/2023,2023,3,2023,9,26,Sun,Mar,1,3,Q3,13,39,2023Q03,2023-Mar,2023-13,202309,202301,202339
3/27/2023,2023,3,2023,9,27,Mon,Mar,1,3,Q3,14,40,2023Q03,2023-Mar,2023-14,202309,202301,202340
3/28/2023,2023,3,2023,9,28,Tue,Mar,1,3,Q3,14,40,2023Q03,2023-Mar,2023-14,202309,202301,202340
3/29/2023,2023,3,2023,9,29,Wed,Mar,1,3,Q3,14,40,2023Q03,2023-Mar,2023-14,202309,202301,202340
3/30/2023,2023,3,2023,9,30,Thu,Mar,1,3,Q3,14,40,2023Q03,2023-Mar,2023-14,202309,202301,202340
3/31/2023,2023,3,2023,9,31,Fri,Mar,1,3,Q3,14,40,2023Q03,2023-Mar,2023-14,202309,202301,202340
4/1/2023,2023,4,2023,10,1,Sat,Apr,2,4,Q4,14,40,2023Q04,2023-Apr,2023-14,202310,202302,202340
4/2/2023,2023,4,2023,10,2,Sun,Apr,2,4,Q4,14,40,2023Q04,2023-Apr,2023-14,202310,202302,202340
4/3/2023,2023,4,2023,10,3,Mon,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/4/2023,2023,4,2023,10,4,Tue,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/5/2023,2023,4,2023,10,5,Wed,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/6/2023,2023,4,2023,10,6,Thu,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/7/2023,2023,4,2023,10,7,Fri,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/8/2023,2023,4,2023,10,8,Sat,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/9/2023,2023,4,2023,10,9,Sun,Apr,2,4,Q4,15,41,2023Q04,2023-Apr,2023-15,202310,202302,202341
4/10/2023,2023,4,2023,10,10,Mon,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/11/2023,2023,4,2023,10,11,Tue,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/12/2023,2023,4,2023,10,12,Wed,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/13/2023,2023,4,2023,10,13,Thu,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/14/2023,2023,4,2023,10,14,Fri,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/15/2023,2023,4,2023,10,15,Sat,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/16/2023,2023,4,2023,10,16,Sun,Apr,2,4,Q4,16,42,2023Q04,2023-Apr,2023-16,202310,202302,202342
4/17/2023,2023,4,2023,10,17,Mon,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/18/2023,2023,4,2023,10,18,Tue,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/19/2023,2023,4,2023,10,19,Wed,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/20/2023,2023,4,2023,10,20,Thu,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/21/2023,2023,4,2023,10,21,Fri,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/22/2023,2023,4,2023,10,22,Sat,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/23/2023,2023,4,2023,10,23,Sun,Apr,2,4,Q4,17,43,2023Q04,2023-Apr,2023-17,202310,202302,202343
4/24/2023,2023,4,2023,10,24,Mon,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/25/2023,2023,4,2023,10,25,Tue,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/26/2023,2023,4,2023,10,26,Wed,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/27/2023,2023,4,2023,10,27,Thu,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/28/2023,2023,4,2023,10,28,Fri,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/29/2023,2023,4,2023,10,29,Sat,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
4/30/2023,2023,4,2023,10,30,Sun,Apr,2,4,Q4,18,44,2023Q04,2023-Apr,2023-18,202310,202302,202344
5/1/2023,2023,5,2023,11,1,Mon,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/2/2023,2023,5,2023,11,2,Tue,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/3/2023,2023,5,2023,11,3,Wed,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/4/2023,2023,5,2023,11,4,Thu,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/5/2023,2023,5,2023,11,5,Fri,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/6/2023,2023,5,2023,11,6,Sat,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/7/2023,2023,5,2023,11,7,Sun,May,2,4,Q4,19,45,2023Q04,2023-May,2023-19,202311,202302,202345
5/8/2023,2023,5,2023,11,8,Mon,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/9/2023,2023,5,2023,11,9,Tue,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/10/2023,2023,5,2023,11,10,Wed,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/11/2023,2023,5,2023,11,11,Thu,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/12/2023,2023,5,2023,11,12,Fri,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/13/2023,2023,5,2023,11,13,Sat,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/14/2023,2023,5,2023,11,14,Sun,May,2,4,Q4,20,46,2023Q04,2023-May,2023-20,202311,202302,202346
5/15/2023,2023,5,2023,11,15,Mon,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/16/2023,2023,5,2023,11,16,Tue,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/17/2023,2023,5,2023,11,17,Wed,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/18/2023,2023,5,2023,11,18,Thu,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/19/2023,2023,5,2023,11,19,Fri,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/20/2023,2023,5,2023,11,20,Sat,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
5/21/2023,2023,5,2023,11,21,Sun,May,2,4,Q4,21,47,2023Q04,2023-May,2023-21,202311,202302,202347
